1.5,16.7,13.6,6.6,14.3
6.7,14.4,5.0,5.6,1.9
1.8,6.2,13.5,12.2,13.9
9.1,5.8,2.3,10.2,2.4
-1.0,16.8,6.3,9.7,10.2
5.6,5.5,2.0,17.9,-1.4
