1.0,7.56,8.54,3.82,10.98
3.49,9.65,3.46,3.58,1.24
1.1,3.58,8.3,7.77,8.63
8.22,4.33,1.37,6.55,1.65
-0.58,11.03,4.57,6.24,6.24
3.47,2.7,1.35,9.73,-0.74
